Component#1,Component#2,Smiles#1,Smiles#2,X#1,T_EP,PD,Type,groups
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.2,537.55,Yes,Type III,157.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.3,503.85,Yes,Type III,157.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.4,459.25,Yes,Type III,157.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.5,415.05,Yes,Type III,157.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.6,360.25,Yes,Type III,157.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.7,321.25,Yes,Type III,157.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.75,319.65,Yes,Type III,157.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.8,317.45,Yes,Type III,157.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.9,323.85,Yes,Type III,157.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.1,488.45,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.2,463.65,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.3,433.45,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.4,392.65,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.5,361.95,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.55,341.4,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.6,335.02,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.7,311.71,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.8,320.35,Yes,Type III,158.0
Myristic Acid,[N2222]Cl,CCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.9,324.35,Yes,Type III,158.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.1,473.35,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.2,439.35,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.3,398.05,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.4,353.75,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.5,315.25,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.55,307.62,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.6,305.68,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.65,308.55,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.7,311.35,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.8,322.45,Yes,Type III,159.0
Myristic Acid,[N3333]Cl,CCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.9,326.35,Yes,Type III,159.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.1,332.6,Yes,Type III,160.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.2,321.9,Yes,Type III,160.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.3,308.3,Yes,Type III,160.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.4,298.5,Yes,Type III,160.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.5,285.1,Yes,Type III,160.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.6,297.2,Yes,Type III,160.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.7,305.2,Yes,Type III,160.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.8,314.5,Yes,Type III,160.0
Myristic Acid,[N4444]Cl,CCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.9,321.9,Yes,Type III,160.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.1,536.7,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.15,504.25,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.2,475.83,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.25,451.33,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.3,429.53,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.35,413.52,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,373.62,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,323.3,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.55,317.03,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.6,325.13,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.7,325.75,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,326.2,Yes,Type III,161.0
Myristic Acid,ChCl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.9,326.65,Yes,Type III,161.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.1,334.06,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.15,332.87,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.2,331.87,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.25,330.77,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.3,329.63,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.35,328.01,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.4,326.0,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.45,321.27,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.5,321.75,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.55,321.99,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.6,321.18,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.65,320.64,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.7,319.96,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.85,324.04,Yes,Type V,162.0
Myristic Acid,Palmitic Acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.9,325.54,Yes,Type V,162.0
"N-Benzyl-2-hydroxy-N,N-dimethylethanaminium chloride",Urea,C[N+](C)(CCO)Cc1ccccc1.[Cl-],NC(N)=O,0.65,238.15,No,Type III,163.0
o-Cresol,ChCl,Cc1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.55,348.3,No,Type III,164.0
o-Cresol,ChCl,Cc1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.6,321.8,No,Type III,164.0
o-Cresol,ChCl,Cc1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.65,295.3,No,Type III,164.0
o-Cresol,ChCl,Cc1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.75,249.4,No,Type III,164.0
o-Cresol,ChCl,Cc1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.8,250.3,No,Type III,164.0
o-Cresol,ChCl,Cc1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.85,251.4,No,Type III,164.0
o-Cresol,ChCl,Cc1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.9,283.0,No,Type III,164.0
Octadecan-1-ol,[N1111]Cl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],0.3,435.4,Yes,Type III,165.0
Octadecan-1-ol,[N1111]Cl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],0.4,394.3,Yes,Type III,165.0
Octadecan-1-ol,[N1111]Cl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],0.5,340.7,Yes,Type III,165.0
Octadecan-1-ol,[N1111]Cl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],0.6,336.5,Yes,Type III,165.0
Octadecan-1-ol,[N1111]Cl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],0.7,333.5,Yes,Type III,165.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.1,336.5,Yes,Type III,166.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.2,331.3,Yes,Type III,166.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.3,325.8,Yes,Type III,166.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.4,321.7,Yes,Type III,166.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.5,317.0,Yes,Type III,166.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.6,313.0,Yes,Type III,166.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.7,317.9,Yes,Type III,166.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.8,324.5,Yes,Type III,166.0
Octadecan-1-ol,[N4444]Cl,CCCCCCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.9,328.9,Yes,Type III,166.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.1,529.6,Yes,Type III,167.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.2,497.3,Yes,Type III,167.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.3,459.7,Yes,Type III,167.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.4,415.0,Yes,Type III,167.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.5,389.0,Yes,Type III,167.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.6,344.2,Yes,Type III,167.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.7,335.4,Yes,Type III,167.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.8,334.8,Yes,Type III,167.0
Octadecan-1-ol,Betaine,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CC(=O)[O-],0.9,332.1,Yes,Type III,167.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.1,508.55,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.15,477.25,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.2,456.75,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.25,413.48,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.3,383.65,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.35,363.25,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.4,339.48,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.45,333.68,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.5,328.32,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.6,329.52,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.7,330.55,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.8,331.12,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.85,332.2,Yes,Type III,168.0
Octadecan-1-ol,ChCl,CCCCCCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],0.9,332.42,Yes,Type III,168.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.1,301.2,Yes,Type V,169.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.2,296.71,Yes,Type V,169.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.3,289.87,Yes,Type V,169.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.4,283.68,Yes,Type V,169.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.5,281.33,Yes,Type V,169.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.6,272.78,Yes,Type V,169.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.7,277.48,Yes,Type V,169.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.8,282.82,Yes,Type V,169.0
Oleic acid,Capric Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.9,285.39,Yes,Type V,169.0
Oleic acid,Lidocaine,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.5,226.15,No,Type V,170.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.3,396.0,Yes,Type III,171.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.35,381.0,Yes,Type III,171.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,359.0,Yes,Type III,171.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.45,349.0,Yes,Type III,171.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,308.0,Yes,Type III,171.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.55,326.0,Yes,Type III,171.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.6,328.0,Yes,Type III,171.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.65,351.0,Yes,Type III,171.0
Oxalic Acid,ChCl,O=C(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.7,361.0,Yes,Type III,171.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.1,573.25,Yes,Type III,172.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.2,525.25,Yes,Type III,172.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.3,473.75,Yes,Type III,172.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.4,429.25,Yes,Type III,172.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.5,387.95,Yes,Type III,172.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.6,331.46,Yes,Type III,172.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.7,331.36,Yes,Type III,172.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.8,332.4,Yes,Type III,172.0
Palmitic Acid,[N1111]Cl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.9,335.05,Yes,Type III,172.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.1,483.65,Yes,Type III,173.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.2,442.25,Yes,Type III,173.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.3,407.25,Yes,Type III,173.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.4,362.95,Yes,Type III,173.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.5,330.98,Yes,Type III,173.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.6,319.93,Yes,Type III,173.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.7,326.01,Yes,Type III,173.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.8,332.69,Yes,Type III,173.0
Palmitic Acid,[N2222]Cl,CCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.9,333.35,Yes,Type III,173.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.1,444.22,Yes,Type III,174.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.2,398.65,Yes,Type III,174.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.3,363.05,Yes,Type III,174.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.4,324.55,Yes,Type III,174.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.5,304.02,Yes,Type III,174.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.6,316.35,Yes,Type III,174.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.7,323.75,Yes,Type III,174.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.8,329.25,Yes,Type III,174.0
Palmitic Acid,[N3333]Cl,CCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.9,335.55,Yes,Type III,174.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.1,333.6,Yes,Type III,175.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.2,322.2,Yes,Type III,175.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.3,313.6,Yes,Type III,175.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.4,303.8,Yes,Type III,175.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.5,298.4,Yes,Type III,175.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.6,307.7,Yes,Type III,175.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.7,316.0,Yes,Type III,175.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.8,326.8,Yes,Type III,175.0
Palmitic Acid,[N4444]Cl,CCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.9,331.4,Yes,Type III,175.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.1,539.52,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.15,517.95,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.2,502.18,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.25,473.58,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.35,438.48,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,418.85,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.45,377.63,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.55,338.85,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.6,331.03,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.65,331.95,Yes,Type III,176.0
